Source,Target,Weight
907410,478996,5.230460899189735E-10
11061773,31404632,0.9934905356052636
3910945,1219074,5.230460899189735E-10
17152449,14089735,5.230460899189735E-10
11682335,486550,6.301785945959765E-10
30468314,27196756,6.301785945959765E-10
692528,854078,5.230460899189735E-10
19872456,10270250,0.7204137362213973
24774658,6670942,3.1476956666805356E-6
12574344,20580498,5.230460899189735E-10
527644,11264371,5.230460899189735E-10
15090814,108278,1.575382892740012E-4
30027163,5710341,5.230460899189735E-10
952189,349241,7.025955075835269E-10
27148891,30430269,6.301785945959765E-10
13941428,3427405,5.230460899189735E-10
8393,8514,2.8678244364866514E-6
8135462,2665618,6.815324885813534E-10
24560307,11888510,5.230460899189735E-10
447184,363387,0.7204137254486429
9325315,10126908,0.9958435022130867
18533350,18026324,5.230460899189735E-10
4066227,931135,5.230460899189735E-10
2222347,611921,6.301785945959765E-10
27433386,25538333,5.230460899189735E-10
28627094,20580498,1.575735891511616E-4
15508537,17084864,5.230460899189735E-10
24718080,20021829,7.10675499337191E-10
5346495,24865368,5.230460899189735E-10
5346495,6660536,6.301785945959765E-10
238972,238986,0.010487351811684698
11888510,10270250,6.815324885813534E-10
10126908,9325315,0.8786717122077862
910744,910757,3.590643957608879E-8
1446467,1362490,0.010487803686951281
24865368,6660536,3.609876919497901E-8
25003905,5532320,0.01279008545441271
20897575,20882845,7.025955075835269E-10
1064563,11851236,2.3803734467969802E-6
5474834,5806776,5.230460899189735E-10
9060347,24560307,5.230460899189735E-10
4010478,3678731,5.230460899189735E-10
21950910,6506651,5.230460899189735E-10
24560307,599695,5.230460899189735E-10
4128353,11545928,3.590643957608879E-8
3638964,24474138,2.173753361617617E-4
12256376,14562056,0.9999999999998906
18533350,16999953,6.301785945959765E-10
734934,26820697,5.230460899189735E-10
238986,238972,2.423162702469924E-6
16384837,6543378,3.6013572080765786E-8
31404632,11061773,0.9513391850643658
25882864,658518,5.230460899189735E-10
26885919,26650305,7.136949203479853E-10
4821436,2935735,6.301785945959765E-10
23403252,27776551,7.10675499337191E-10
17324120,27776551,6.815324885813534E-10
21397581,10270250,5.230460899189735E-10
321278,3342055,2.4159153266818123E-6
238972,910744,5.230460899189735E-10
363387,238972,0.7205712630242219
13726895,3319769,5.230460899189735E-10
7083242,23096959,2.91056233826561E-6
1606654,3786218,5.230460899189735E-10
12765913,1200050,5.230460899189735E-10
5254650,1090311,6.815324885813534E-10
4912314,3638964,5.230460899189735E-10
24850617,943149,5.230460899189735E-10
22641745,15480067,7.136949203479853E-10
10697582,321278,5.230460899189735E-10
22387458,2055965,6.301785945959765E-10
27494663,10826219,6.301785945959765E-10
10435644,10707658,5.230460899189735E-10
4973784,3308958,0.720413732781304
2932773,1020639,6.815324885813534E-10
24774804,931135,5.230460899189735E-10
12468921,8276387,5.230460899189735E-10
1965901,3342055,5.230460899189735E-10
8201256,206084,6.301785945959765E-10
11369603,17912002,1.5753809862517076E-4
28726977,481872,5.230460899189735E-10
28305425,28394156,5.230460899189735E-10
21243212,11061773,2.3803734467969802E-6
8100172,6578551,7.025955075835269E-10
27620277,2833537,6.815324885813534E-10
2833537,5932749,5.230460899189735E-10
19097645,17374628,3.590643957608879E-8
108278,4210958,5.230460899189735E-10
26702968,1784628,5.230460899189735E-10
20962139,15355019,5.230460899189735E-10
2293158,18219900,5.230460899189735E-10
43371,27,5.230460899189735E-10
20666775,28366058,5.230460899189735E-10
4222911,20580498,6.301785945959765E-10
238983,238986,3.590643957608879E-8
6766558,7508411,5.230460899189735E-10
71019,588600,5.230460899189735E-10
19745004,20558462,6.301785945959765E-10
27561243,30430269,6.815324885813534E-10
14812631,3342055,6.301785945959765E-10
2023124,3238243,5.230460899189735E-10
3238243,2023124,5.230460899189735E-10
238972,27,5.230460899189735E-10
1739767,206084,5.230460899189735E-10
1424470,4268140,1.6077752645016276E-4
17821820,1200050,5.230460899189735E-10
758079,9403933,5.230460899189735E-10
901277,4106792,5.230460899189735E-10
18849374,14089735,5.230460899189735E-10
4637221,19548750,6.815324885813534E-10
1801829,3016562,0.01048493649269339
9954101,14982460,5.230460899189735E-10
7411076,1272666,5.230460899189735E-10
4348524,167174,5.230460899189735E-10
16354995,308770,5.230460899189735E-10
25324340,2996011,5.230460899189735E-10
19868180,18818187,6.301785945959765E-10
24669372,4723248,0.010487358866730866
6255503,931135,5.230460899189735E-10
20962139,24560307,5.230460899189735E-10
22252531,4555644,5.230460899189735E-10
8780590,22361331,5.230460899189735E-10
15670215,143580,3.1014837401971518E-6
23627382,22148545,3.590643957608879E-8
3288595,3308958,7.136949203479853E-10
10270250,11888510,5.230460899189735E-10
1380117,27652771,7.025955075835269E-10
2752522,2751199,5.230460899189735E-10
29600667,26509369,3.6098205655029536E-8
17558946,321278,6.301785945959765E-10
26077653,10270250,5.230460899189735E-10
24669372,1020639,7.10675499337191E-10
22002175,9787757,5.230460899189735E-10
29939198,27776551,6.301785945959765E-10
27105154,24560307,5.230460899189735E-10
27105154,4128353,6.301785945959765E-10
4137249,9090937,6.301785945959765E-10
4090287,3678731,5.230460899189735E-10
2916197,507775,3.590643957608879E-8
904810,8514,5.230460899189735E-10
